Parent Unique ID,*Unique ID,*Product Name,Declared Name,Declared Local Name,Localized Price,Local Currency Code,Color,Size,*Quantity,*Tags,Description,Localized Shipping,"Shipping Time(enter without "" "", just the estimated days )",*Main Image URL,Clean Image URL,Extra Image URL 0,Extra Image URL 1,Extra Image URL 2,Extra Image URL 3,Extra Image URL 4,Pieces,Package Length ,Package Width ,Package Height ,Package Weight ,Country Of Origin,Contains Powder,Contains Liquid ,Contains Battery, Contains Metal,Custom Declared Value,Custom HS Code
4000292494930,4000292494930_Black n Black strap,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black n Black strap, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black n Black strap,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black n Black strap, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black n Black strap,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black n Black strap, ,160,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black n Black strap,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black n Black strap, ,160,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black Color, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black Color, ,160,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black Color, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Black Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Black Color, ,80,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Gray Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Gray Color, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
4000292494930,4000292494930_Gray Color,In stock Global Version Huami Amazfit GTS 14days Battery Life GPS 12 Sports Mode Smart Watch 5ATM 340PPI AMOLED Screen Watch,Aliexpress,Aliexpress,954.16-960.97,CNY,Gray Color, ,0,,"Online Shopping at a cheapest price for Automotive, Phones & Accessories, Computers & Electronics, Fashion, Beauty & Health, Home & Garden, Toys & Sports, Weddings & Events and more; just about anything elsenEnjoy ✓ Worldwide! ✓Limited Time Salexa0✓Easy Return.",0.0, ,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H52df8273a86148e7a214ea125c979871b/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H0c3d10ce3ef642fabc933e91f87332133/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H478a2f8d4cdd439a80decb0865dd1df9V/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H90064885a30d43ae9b8d0b14e0c48a41v/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/Hc366b8d38fff4fe0bd15d3b7e8d830c0p/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg,https://ae01.alicdn.com/kf/H3ba787f25f5544db85b9a1b106f1ad84h/In-stock-Global-Version-Huami-Amazfit-GTS-14days-Battery-Life-GPS-12-Sports-Mode-Smart-Watch.jpg, , , , , ,CN, , , , , , , , , , 
